userA	userB	score
juko	mihaelasighireanu	3
jeanfrancois	lucazeau	2
miklarzclement	favreau	2
mauran	chantalviala	1
maxb	cecileadamolle	4
odilehennaut	buloismichael	2
jeremienuel	danielbourrion	2
darquy1	vorosandre	4
emmanuelthome	ol	3
jeanfrancois	antoninchambolle	1
caroleb	remiwatrigant	2
juliejanody	nikolaykovachev	4
benjaminbourdon	davidbaelde	1
aurelienberra	hankahensens	6
arramyleroux	stephaniedordcrousle	3
gabrielscherer	bibliothequeuniversitairedeslanguesetcivilisations	3
sr	romainboistel	5
jaimelire	aymerich	1
mariehelenedacos	doctorant	4
annecanteaut	gregallaire	4
simona	juliengrenet1	1
nicolasrs	sebastienlebonnois	2
jeremiebettinelli	brundominique1	1
romainbazile	jeanfrancois	3
mag	nolwennmaudet	4
antoninchambolle	mathieublanchard	2
maisonobeluc	nicolasbraudsantoni	5
marieannepaveau	bernieseek	3
vincentreverdy	coret	2
cenacpeggy	doctorant	2
laurentbercot1	alexanderdoria	2
frederiquelangue	jeanmallet	3
baratault	moniqueteillaud	3
francoisxaviermas	louisjachiet	2
hugogimbert	maicf	2
dissemin	juriconnexion	1
fredericmandon	martinecoppet	3
davidmonniaux	heloisegazeau	2
simona	caroleb	1
martinecoppet	mathildedacos	2
aicardistephane	sylvainribault	1
huguesvanbesien	claudeniederlender	1
francoislermigeaux	antoninchambolle	2
gabrielllang	mathildedacos	1
aicardistephane	florencebouillon	2
merlet	alaincimino	3
barbarameazzi	danielbourrion	2
stephaniegroudiev	rousseauhans	3
duflotjeanluc	adrienchopin	5
quentingrimaud	ericdaspet	1
davidmonniaux	josettelapeyre	3
lacourclaire	gaelleriverieux	1
franckinfodocbib1	gabrielscherer	2
christofschoch	aurelienberra	7
celinesmith	jouannigot	1
nieddu	albrechtzimmermann	1
annecanteaut	maxb	4
fredericclavert	fontaine	1
elodieponcet	ramdanikarim	2
olivierchapuis	francisandre	3
gabrielllang	antonindelpeuch	4
silvanodalzilio	romainboistel	4
jeanfrancoislutz	gregoire	2
huguesvanbesien	alexandrenolin	1
nicolasbarts	francoisrevol	2
emmanuelthome	francoisetruffert	3
philippeschnoebelen	mauleskinemouraby	1
ernoult	beorchia	4
christinelebas	florencebouillon	1
nolwennmaudet	francoisducrocq	3
guillaumeaupy	stephaniedordcrousle	2
jeanfrancois	valeryxavierlentz	3
laurentbercot1	vorosandre	3
alainherreman	catherinelandry	2
colettecadiou	alainherreman	1
courtoischantal	valeryxavierlentz	2
hugogimbert	laurablasutto	2
gregoire	delphinedebarre	2
edpsciences	jeanpierrepetard	2
javellejeanpierre	durandaline	2
pascalearaujo	antoninchambolle	1
jeanchristophepeyssard	annebergez	5
alainmarois	adrienkrahenbuhl	2
arnaudlerouzic	schwartzlionel	2
francoisparreau	delphinedebarre	3
cenacpeggy	odilehennaut	2
virgileprevosto	benjaminguichard	3
francoisparreau	pascalweil	4
francoisgeze	mihaelasighireanu	1
catherinelandry	alexanderdoria	3
sebastienlebonnois	godefroybeauvallet	2
leclercarmelle	delphinedebarre	3
jeremieroche	hadrienvroylandt	1
mag	romainboistel	3
cecileclavaud	bernardloic	2
allia	rousseauhans	3
aicardistephane	anthonymasure	2
laurentbercot1	leclercarmelle	3
pascalelalot	fortyannick	2
frederiquelangue	legendre	4
jeanmarielebechec	christophepavlides	4
duflotjeanluc	brunobeaufils	1
nieddu	elodieponcet	1
gesbert	stornecatherine	2
silvanodalzilio	gaelleriverieux	1
roux3	nathalieduchange	3
sbauin	romainbazile	5
epristassociationdesresponsablesistdesorganismesderecherchefrancais	nikolaykovachev	5
sebastienbenzekry	miklarzclement	3
olivierjacquot	marcjeanmougin	4
fredericdavitoria	elodieponcet	3
coret	marcchardin	2
frederiquelangue	christianlavault1	3
2	sorouletpillon	6
miklarzclement	danielbourrion	3
buloismichael	marindacos	1
jeanlouisbougeret	alexandrenolin	2
roux3	cavetdominique	5
gambazza	heloisegazeau	1
lacourclaire	sylvainribault	2
favreguillaume	emmanueld	1
hubertguillaud	louisjachiet	3
mathurindorel	ramdanikarim	2
louisgesbert	imr	4
magariel	carolinelandry	5
syndicatnationaldeledition	caillieret	8
guillaumecabanac	durandaline	4
stornecatherine	christophepavlides	1
stornecatherine	delphinedebarre	2
minpicault	marindacos	1
jeanlouisbougeret	nieddu	1
bibliophile	ol	1
inptoulouseinstitutnationalpolytechniquedetoulouse	juliedacos	4
fouillet	sebastienbenzekry	2
mag	alexandredouvry	2
marcchardin	marcjeanmougin	3
hadrienvroylandt	chekib1	3
valeriehurtevent1	jacquesmillet	4
schwartzlionel	pierrenaegelen	3
nathalieduchange	paulgirard	4
miklarzclement	monnet	2
alainmarois	leblancannie	4
cecileclavaud	victorkalt1	1
juliengilet1	jeannevarasco	2
francistrautmann	florencebouillon	4
dominiqueroux	sorouletpillon	3
balmon	claudeloverdo	3
pascalearaujo	isabellegouat	2
albrechtzimmermann	aicardistephane	1
francoisgeze	chantalbarutau	1
dsa	jeanlucdeochandiano	1
lucazeau	pn	1
laurentlyaudet	mathieusaby	2
christophebrocquet	emmanuellehelly	2
annickvalibouze	hadrienvroylandt	3
alainmarois	vincentleclere	2
bernardloic	sebastienbenzekry	1
maccall	delphinedebarre	1
beorchia	giselemaxit	4
prescillialagarrigue	actessud	1
duflotjeanluc	pascalfouche	2
sylvainschmitz	fredericclavert	2
sgl	juliendupredebaubigny	4
brunobeaufils	emilegersch	1
sylvaincrovisier1	laurentlopez	5
carolinelandry	moniqueteillaud	2
mauran	christophepavlides	1
martinecoppet	antonindelpeuch	2
laurentlhuillier	celialentretien	3
laurablasutto	lucadefeo	1
jaimelire	moniqueteillaud	1
christinedemazieres	christianlavault1	2
sgl	celinevautrin	1
salvetatfrancoise	yadlajoie	3
jeanlucdeochandiano	olivierbuffet	2
ramdanikarim	aymerich	1
philippedeso	williamtriggs	4
hcyinguyenvan	pierrefleury1	4
consortiumcouperin	odilecontat	4
stephaniegroudiev	fredericmandon	3
sylvainribault	laurentromary	2
jeremiebettinelli	olivierzendra2	2
fredericdavitoria	ralphmatthes	1
kevinperrot	anthonymasure	2
benoitpier1	ratsimandravasuzanne	1
godefroybeauvallet	frederiquelangue	1
thomasletendre	celinesmith	2
nicolaslemoine	claudeniatel	3
yannbonnet	ol	1
henrigaly	mathieusaby	5
souzani	horatiucirstea	3
sbauin	claudeniatel	11
bernardteissier	rmathis	2
francoislermigeaux	heloisegazeau	3
ackervalerie	adrienchopin	2
arthurguillon	sorouletpillon	2
gwendalb	celinefouga	1
balmon	ralphmatthes	2
mathieuperona	catherineperrin	1
jeremiebettinelli	charlenecriton	2
julienbect	justineancelin	1
teodorknapik	marieferrazzini	3
benjaminbourdon	moniqueteillaud	1
leboecla	leclercarmelle	3
emmanuelthome	griddock	3
odilebenassy2	anthonymasure	3
quentingrimaud	albrechtzimmermann	1
christophebrocquet	leoducas	3
cypriengay	davidbenoist	5
severinlemaignan	stephanepouyllau	1
hugogimbert	celialentretien	1
gabrielllang	damienrobert	2
geraldineniateldacos	henrigaly	5
xavierleroy	celinevautrin	2
nicolasdumoulin	alexandrenolin	1
raclet	mathieublanchard	2
sr	marcchardin	3
thierryfournier	brunoringeval	3
glize	nicolasbraudsantoni	3
marieannepaveau	louisjachiet	4
olivierjacquot	hugogimbert	1
celinefouga	valentinplichon	2
francoisgeze	miklarzclement	1
minpicault	patricebellot1	1
antonindelpeuch	benjaminprevost	4
martinecoppet	valentinlorentz	1
cedrictemple	carolinelandry	1
louisgesbert	hugol	7
francoislermigeaux	pierreboulet1	3
philippeschnoebelen	lucadefeo	3
epristassociationdesresponsablesistdesorganismesderecherchefrancais	louisgesbert	5
patrickmassot	aurelienberra	3
gittonvincent	sebastienlebonnois	2
sebastienbenzekry	catherinelandry	3
albrechtzimmermann	francoisrobinet	1
griddock	damienrobert	4
jeanfrancois	heloisegazeau	4
francisandre	christophepavlides	2
jeankempf	raclet	2
revuedhistoiremoderneetcontemporaine	helenebourguignon	3
pierrebauvin	jeanfrancois	1
brunodurand	jouannigot	1
pierre1	francoisbriat	5
annickvalibouze	mihaelasighireanu	3
roux3	frederiquelangue	5
juliendupredebaubigny	heloisegazeau	3
yannbonnet	giselemaxit	3
benoitpier1	odilebenassy2	2
jaimelire	stephaniedordcrousle	1
davidbaelde	imr	1
cecileclavaud	martinecoppet	2
2	violainev	4
maximeaudinot	francisandre	1
annecanteaut	alaincimino	2
severinlemaignan	maxb	3
odilehennaut	alexandredouvry	1
rousseauhans	antoninchambolle	1
hugogimbert	gwendalb	3
jeanlucdeochandiano	valentinplichon	1
samsond	adrienchopin	3
becache	adrienchopin	2
francoislermigeaux	consortiumcouperin	2
christophebrocquet	valleemaxime	1
davidbenoist	gaelleriverieux	6
juko	danielbourrion	2
cypriengay	davidmonniaux	3
annepoupon	mathurindorel	1
gibierfrancois	inptoulouseinstitutnationalpolytechniquedetoulouse	1
fredericmandon	hankahensens	4
godefroybeauvallet	jeanbaptistemouret	3
mariehelenedacos	francoislermigeaux	6
olivierpantale	fortyannick	3
adrienkrahenbuhl	fontaine	2
samuelhornus	lucadefeo	3
benoitpier1	davidbaelde	2
stephaniegroudiev	maxb	4
emiliebrunet	claudeniederlender	2
stephaniegroudiev	oliviercleynen	2
juliedacos	manuelclergue	1
fabienmalbet	gwendalb	2
baratault	pierrefleury1	4
benjaminbourdon	agnesletouzey	3
ouriachioussama	syndicatnationaldeledition	1
annickvalibouze	dansperber	1
gittonvincent	benjaminguichard	3
durandaline	guillaumerobert	1
stephaniegroudiev	claudeloverdo	4
stephanepouyllau	victorkalt1	4
roux3	gaelleriverieux	2
marieannepaveau	allia	4
gregoire	chauvinbrigitte	1
fredericdanielluclehobey	sgl	2
durandaline	briot	2
olivierchapuis	nicolasbraudsantoni	3
maisonobeluc	pbernard	2
christofschoch	emmanuelthome	3
syndicatnationaldeledition	jaimelire	38
benjaminbourdon	matthieumoy	1
yannbonnet	francoisrevol	2
mariehelenedacos	adelineregeuniversitedestrasbourg	3
frederichelein	lionelrieg	4
valentinlorentz	jouannigot	1
hurtersavie	damienrobert	3
ericf	juliengrenet1	2
stephanepouyllau	thomasblanchard	3
dominiquelechaudel	valleemaxime	1
sylvainpogodalla	coret	2
suzannemallet	cavalier	2
mathieuperona	inradistodilehologne	1
geraldineniateldacos	odilebenassy2	2
lacourclaire	catherinelandry	2
benoitpier1	jeanfrancois	3
samsond	thierychanier	3
davidbenoist	christineollendorff	11
philippehoudry	clairelemercier	2
cypriengay	nicolasbraudsantoni	3
virgileprevosto	odilebenassy2	2
sophiepochic	francoisetruffert	2
pierremounier	maxenceguesdon	2
sylvaincrovisier1	jeankempf	3
olivierpantale	nolwennmaudet	1
christophebrocquet	sbauin	6
annickvalibouze	celinefouga	3
laurevieu	ackervalerie	1
nathalieduchange	sandrinemalotaux	4
francoislermigeaux	adrienkrahenbuhl	1
leoducas	jaimelire	1
jeremienuel	davidbaelde	1
antoineamarilli	jeanmallet	3
dsa	christinedemazieres	1
balmon	pascalweil	1
marieferrazzini	nathalieduchange	4
minpicault	horatiucirstea	1
christofschoch	alaincimino	1
gregallaire	cbernault	1
clairesaulou	griddock	3
olivierchapuis	legendre	1
pierrickgaudry	dominiqueroux	2
mauleskinemouraby	pierrickkoch	4
ratsimandravasuzanne	maxb	4
williamtriggs	victorlefevre	2
colettecadiou	christineollendorff	1
ratsimandravasuzanne	2	3
silvanodalzilio	favreau	1
samuelhornus	juliengrenet1	1
emmanuelhadoux	fredericmandon	3
pascalelalot	romainboistel	5
monnet	lucadefeo	1
jeremiedetrey	ratsimandravasuzanne	2
pierrenaegelen	stephaniedordcrousle	3
jeremiebettinelli	gibierfrancois	4
sr	stephaniegroudiev	5
sophiepochic	vincentreverdy	4
arnalcedric	darquy1	3
pierremounier	silvanodalzilio	2
prescillialagarrigue	valeryxavierlentz	1
pierre1	mag	2
lucazeau	jeanmallet	1
romainbazile	leinardifrancesca	1
jeanlouisbougeret	pbernard	1
xavierleroy	favreau	2
alainmarois	samsond	5
chevallierchantepie	francoisrevol	6
suzannemallet	agnesraymonddenise	1
cecilearmana	pierrenaegelen	3
christofschoch	francoisbriat	1
annepoupon	maxb	2
nikolaykovachev	delphinedebarre	2
pierre1	jeanbaptistemouret	4
patrickmassot	sophiepochic	4
romainboistel	jouannigot	2
celialentretien	chantalbarutau	2
xavierleroy	olivierzendra2	5
frederiqueflamerie	legendre	4
fredericclavert	claudeloverdo	3
geraldineniateldacos	alexandredouvry	2
bernardloic	valentinlorentz	1
epristassociationdesresponsablesistdesorganismesderecherchefrancais	alainmarois	10
federationnationaledelapressedinformationspecialisee	syndicatnationaldeledition	29
chevallierchantepie	christinelebas	1
ernoult	gwendalb	1
fredericchapoton	stornecatherine	2
minpicault	becache	2
olivierbuffet	francistrautmann	2
vivienripoll	dansperber	1
nicolasdumoulin	guillaumequeruel	1
maximeaudinot	abharmach	2
mathieuperona	jeremiebettinelli	2
mauleskinemouraby	jozefinasadowska	1
magariel	aurelienberra	7
christophebrocquet	nieddu	3
leinardifrancesca	thomaslamarche	1
didierbailhous	stephaniedordcrousle	1
emiliebrunet	claudeloverdo	3
valeriehurtevent1	laurentlopez	6
brunoringeval	balmon	2
maisonobeluc	didierbailhous	1
louiseberaudlefranc	mathildedacos	2
fredericdavitoria	violainev	2
pascalelalot	francoisetruffert	3
victorkalt1	sylvainribault	1
dominiqueroux	justineancelin	2
mathieuperona	gregorycolcanap	1
severinlemaignan	monnet	2
francisandre	aicardistephane	6
arnalcedric	fabienlabarthe	4
severinlemaignan	julianbh	4
courtoischantal	davidmonniaux	4
albertcohen	rmathis	2
valerielarroque	glize	6
ouriachioussama	fredericmandon	3
brunodurand	jonathancrequer	1
sbauin	anthonymasure	4
nicolaslemoine	bibliothequeuniversitairedeslanguesetcivilisations	2
nicolasdumoulin	alainmarois	4
annecanteaut	pierreboulet1	5
juliegautierphaneuf	cecileadamolle	1
ericf	raclet	2
jeanpierregesbert	pierrev	5
alainberetzpresidentdeluniversitedestrasbourg	barbarameazzi	2
pocinho	caroleb	6
frederichelein	amicfrouvelle	3
griddock	frederiquelangue	2
romainbazile	davidmonniaux	2
emmanuelthome	florencebouillon	3
miklarzclement	pascalweil	3
rousseauhans	amicfrouvelle	2
cbernault	sorouletpillon	1
suzannemallet	stephanemagnier	4
virgileprevosto	fizcus	1
stornecatherine	leinardifrancesca	1
jeanpierregesbert	souzani	3
victorlefevre	odilebenassy2	2
nicolasdumoulin	vorosandre	2
gibierfrancois	thierychanier	3
huguesvanbesien	gesbert	3
jeanpierregesbert	sarraderafaele	4
guillaumequeruel	agnesletouzey	1
mariehelenedacos	anicetrohee	1
dsa	stephanepouyllau	2
juliengilet1	heloisegazeau	4
leoducas	antonindelpeuch	2
dsa	isabellegouat	2
pocinho	barbarameazzi	1
jeanfrancois	juliengilet1	5
jeanfrancois	laurentlopez	5
xavierleroy	vorosandre	2
hugogimbert	davidbaelde	4
ackervalerie	juliedacos	3
francoisparreau	imr	1
vincentleclere	odilehennaut	2
sevankazandjian	francoisparreau	1
laurentlhuillier	delphinedebarre	1
guillainpotron	louisjachiet	6
alainberetzpresidentdeluniversitedestrasbourg	audreysteinberger	4
colettecadiou	thierryfournier	1
lerouergue1	actessud	34
fizcus	ralphmatthes	3
rousseauhans	jonathancrequer	1
sarraderafaele	annebergez	5
lionelrieg	stephaniedordcrousle	4
cecileclavaud	thierychanier	2
nicolaspetitdemange	violainev	2
nieddu	cavetdominique	4
jeanlouisbougeret	deputeeisabelleattard	2
godefroybeauvallet	maxenceguesdon	1
gabrielscherer	gregorycolcanap	1
rousseauhans	pbernard	2
adrienfabre	vivienripoll	2
arramyleroux	claudeloverdo	2
bibliophile	isabellegouat	1
antoineamarilli	sgl	5
monnet	emmanuellecorne	4
gregallaire	yadlajoie	4
guillaumequeruel	marindacos	5
jeremienuel	agnesraymonddenise	1
emmanuelhadoux	glize	4
sylvainpogodalla	christineollendorff	1
ernoult	thomaslamarche	3
franckinfodocbib1	imr	3
benjaminprevost	bibliothequeuniversitairedeslanguesetcivilisations	2
barrierejeanpaul	edpsciences	4
audeleblond	huguessamyn	2
rousseletlouis	pierreboulet1	2
bernieseek	henrigaly	3
sarraderafaele	francistrautmann	3
meheut	remiwatrigant	3
virgileandreani	chantalbarutau	3
alainmarois	dominiqueroux	4
maisonobeluc	briot	5
sonneville	sarraderafaele	3
davidbaelde	pascalweil	3
geraldineniateldacos	mariefarge1	2
colettecadiou	anneclairelepicard	3
monnet	nicolaslemoine	1
2	jeankempf	3
frederiqueflamerie	simona	1
brunodurand	abharmach	3
antoineamarilli	alainberetzpresidentdeluniversitedestrasbourg	6
virgileandreani	olivierzendra2	5
alainmarois	gabrielscherer	4
epristassociationdesresponsablesistdesorganismesderecherchefrancais	kevinperrot	1
francoisgeze	simona	1
audeleblond	clairelemercier	3
antoineamarilli	olivierlegall1	7
jonathancrequer	balmon	1
alainberetzpresidentdeluniversitedestrasbourg	emiliebrunet	6
ramdanikarim	arthurguillon	1
cecilearmana	jonathancrequer	1
albrechtzimmermann	delphinedebarre	1
fredericclavert	louisjachiet	4
louiseberaudlefranc	chevallierchantepie	3
jacquesmillet	gabrielscherer	4
hcyinguyenvan	damienrobert	4
duflotjeanluc	damienrobert	5
huguessamyn	chantalviala	1
gregoire	laurablasutto	2
cbernault	matthieumoy	1
etiennepariat	marieevegeiger	8
duhamellechristophe	geoffreyharaux	1
juliegautierphaneuf	davidbaelde	1
epristassociationdesresponsablesistdesorganismesderecherchefrancais	christineleininger	2
jeremienuel	pascalweil	2
arnalcedric	fortyannick	4
samuelauthueil	favreau	2
paulgirard	agnesraymonddenise	1
yannbonnet	emmanuellehelly	2
christinekosmopoulos	juliejanody	6
pierrenaegelen	anicetrohee	2
adelineregeuniversitedestrasbourg	chantalviala	3
hurtersavie	anthonymasure	1
minpicault	pierremounier	1
anthoinebourgeois	stephanepouyllau	1
maisonobeluc	bernardloic	3
favreguillaume	aymerich	4
chekib1	vincentdanjean	5
baratault	hcyinguyenvan	5
audeleblond	victorlefevre	1
clairelemercier	dansperber	3
gregallaire	balmon	4
celinevautrin	oliviercleynen	2
emmanuelhadoux	stornecatherine	2
fredericmandon	fortyannick	3
jeanfrancoislutz	albrechtzimmermann	2
hugol	stephanemagnier	3
emmanuelthome	alexandredouvry	2
abharmach	marieevegeiger	4
louisgesbert	gibierfrancois	6
davidbenoist	laurent	6
barbarameazzi	benjaminprevost	3
cavalier	lafaitjacques	3
laurablasutto	olivierbuffet	1
martinecourbincoulaud	fabienlabarthe	4
guillaumequeruel	brundominique1	1
philippeschnoebelen	severinlemaignan	1
patricetorguet	juliedacos	2
suzannemallet	oliviercleynen	2
kevinperrot	olivierlegall1	3
suzannemallet	mauran	1
aeris	duflotjeanluc	1
inptoulouseinstitutnationalpolytechniquedetoulouse	ericdaspet	3
francoisbriat	celinefouga	2
hadrienvroylandt	florencebouillon	1
cecileclavaud	fredericclavert	3
fabienandre	manuelclergue	3
jeanpierregesbert	gibierfrancois	6
samuelauthueil	alainherreman	1
stephaniegroudiev	isabelleramade	1
philippegambette	adrienchopin	5
guillaumecabanac	jeremieroche	1
aurelienberra	geoffreyharaux	3
jeannevarasco	caroleb	3
dominiquelechaudel	darquy1	3
laurevieu	agnesraymonddenise	1
valeryxavierlentz	abharmach	5
veroniquecohoner	delphinedebarre	3
davidbenoist	ratsimandravasuzanne	3
bernardloic	dominiqueroux	2
lacourclaire	jonathancrequer	1
stephaniegroudiev	frederichelein	5
pascaltobaly	thomaslamarche	3
charlenecriton	giselemaxit	4
heraultfrederic	pascaltobaly	3
gregoire	aicardistephane	3
jeanpierregesbert	pascalearaujo	3
cedrictemple	roux3	5
raclet	yadlajoie	4
annickvalibouze	moniqueteillaud	2
nicolaslemoine	abharmach	4
chevallierchantepie	catherineperrin	4
inradistodilehologne	agnesletouzey	1
jeannevarasco	valleemaxime	1
rmathis	florencebouillon	6
jeanfrancoislutz	audreysteinberger	3
annecanteaut	deputeeisabelleattard	4
davidbenoist	samsond	4
jeremienuel	benjaminprevost	4
stephaniegroudiev	jeanlouisbougeret	3
laurentlhuillier	lucadefeo	1
rousseletlouis	philippegambette	2
alainherreman	horatiucirstea	2
pierrev	cecileclavaud	3
pierre1	gabrielllang	4
bernardteissier	christofschoch	3
hugogimbert	brundominique1	2
sbauin	salvetatfrancoise	6
huguessamyn	imr	2
sergenoiraud	buloismichael	2
louisgesbert	ralphmatthes	4
aymericpoulainmaubant	buloismichael	1
dissemin	pierrenaegelen	2
gchartron	manueladournes	5
aurelienberra	jeanchristophepeyssard	6
sbauin	godefroybeauvallet	2
apincetre	yadlajoie	4
severinlemaignan	davidmonniaux	6
clairesaulou	williamtriggs	4
lionelrieg	charara	2
jeanfrancoislutz	juliedacos	5
fredericchapoton	audreysteinberger	2
aeris	clairelemercier	3
sebastienbenzekry	deputeeisabelleattard	4
barbarameazzi	paulgirard	2
julianbh	2	6
francoislermigeaux	juliengilet1	6
cecileclavaud	cavetdominique	3
jeremiedetrey	juliedacos	3
bernadettebergeret	alainherreman	2
stephanemagnier	stephaniedordcrousle	1
guillaumecabanac	hcyinguyenvan	4
veroniquecohoner	frederiqueflamerie	4
christineleininger	vincentdanjean	4
bernadettebergeret	etiennepariat	9
alaincimino	justineancelin	2
samuelauthueil	marlenedelhaye	2
benjaminbourdon	pascaltobaly	2
adelineregeuniversitedestrasbourg	matthieumoy	2
xavierleroy	lucaudrain	1
guillainpotron	olivierlegall1	6
dominiquelechaudel	francistrautmann	2
francisandre	antoninchambolle	3
courtoischantal	maxb	3
emmanuelhadoux	dominiqueroux	2
philippehoudry	nieddu	2
gregoire	sylvainribault	1
sylvaincrovisier1	laurablasutto	2
leoducas	giselemaxit	4
dissemin	davidmonniaux	5
etiennepariat	mihaelasighireanu	6
aurelienberra	mathieublanchard	6
allia	catherineperrin	4
laurentlyaudet	apincetre	3
alainmarois	miklarzclement	6
olivierbuffet	valentinplichon	3
maicf	jeanbaptistemouret	4
juliendupredebaubigny	vincentdanjean	5
ludivineabd	sorouletpillon	5
antonindelpeuch	ericdaspet	1
odilebenassy2	christinelebas	1
sgl	ericdaspet	2
francoisxaviermas	fredericmandon	1
bernadettebergeret	guycobolet1	3
ludivineabd	pierreboulet1	4
darquy1	lp	1
huguesvanbesien	vincentreverdy	11
carolinelandry	lucazeau	1
fredericmandon	philippedeso	3
christophebrocquet	duflotjeanluc	2
mariehelenedacos	gabrielllang	2
cecileadamolle	thomaslamarche	3
courtoischantal	fredericchapoton	2
deputeeisabelleattard	horatiucirstea	3
fortyannick	thierychanier	1
darquy1	leclercarmelle	3
bossuet	dansperber	1
vivienripoll	gabrielscherer	3
laurapallez	becache	2
christineleininger	danielbourrion	1
griddock	gwendalb	3
gregallaire	valeryxavierlentz	4
sarraderafaele	danielbourrion	4
sylvaincrovisier1	claudeloverdo	4
merlet	fabienmalbet	4
ericf	doctorant	2
cedricolivierturrin	mauleskinemouraby	5
patrickmassot	hugol	3
nicolasrs	jozefinasadowska	1
magariel	jeanmallet	3
juriconnexion	nicolasbraudsantoni	1
jeankempf	marielaurebretin	3
pascaltobaly	stephanebortzmeyer	2
mag	emmanuellecorne	5
aymerich	charlenecriton	4
antoineamarilli	laurent	6
hugogimbert	jacquesmillet	3
alainberetzpresidentdeluniversitedestrasbourg	mihaelasighireanu	4
nicolasdumoulin	fredericmandon	1
philippeschnoebelen	alainberetzpresidentdeluniversitedestrasbourg	2
virgileandreani	charlenecriton	4
samsond	maxb	4
ernoult	epristassociationdesresponsablesistdesorganismesderecherchefrancais	5
stephaniegroudiev	actessud	1
hubertguillaud	pascaltobaly	3
martinecourbincoulaud	jeanmallet	2
durandaline	favreau	1
vincentbattesti	florianmoreau	1
meheut	sarraderafaele	1
sylvainpogodalla	danielpouyllau	2
anthoinebourgeois	annebergez	1
alainberetzpresidentdeluniversitedestrasbourg	fizcus	2
ouriachioussama	emiliebrunet	1
quentingrimaud	actessud	1
inptoulouseinstitutnationalpolytechniquedetoulouse	damienrobert	5
caroleb	ralphmatthes	4
lucadefeo	sandrinemalotaux	1
pierrickgaudry	actessud	1
pierremounier	emmanueld	1
isabelleramade	philippebeauvillard	1
fouillet	guillainpotron	2
favreau	jozefinasadowska	2
gabrielllang	fredericherbreteau	3
coret	juliendupredebaubigny	2
thierryfournier	damienrobert	6
pierrefenouil	charara	1
sarraderafaele	leinardifrancesca	3
maximeaudinot	gregorycolcanap	2
alainmarois	jozefinasadowska	5
sylvaincrovisier1	christineollendorff	3
cedrictemple	stephaniedordcrousle	1
adelineregeuniversitedestrasbourg	moniqueteillaud	2
rousseauhans	thomasblanchard	4
maccall	geoffreyharaux	2
allia	barrierejeanpaul	1
jeremienuel	francoisparreau	3
cecileclavaud	odilecontat	2
fouillet	isabellegouat	3
lestage1	audreysteinberger	2
cecilearmana	jozefinasadowska	2
doctorant	buloismichael	1
nathalieduchange	mathieusaby	4
juliendupredebaubigny	patricetorguet	2
francoisxaviermas	damienrobert	2
laurapallez	beorchia	1
martinecourbincoulaud	gregallaire	6
cypriengay	arthurguillon	3
victorlefevre	fabienlabarthe	2
aeris	mathieusaby	2
mariehelenedacos	ol	2
gibierfrancois	catherineperrin	1
patricetorguet	fredericherbreteau	2
quentingrimaud	lacourclaire	2
christophebrocquet	stephaniedordcrousle	2
jeanlucdeochandiano	manuelclergue	1
marcmezzarobba	sevankazandjian	1
juliengilet1	stephanepouyllau	5
guillaumecabanac	pascalweil	3
fabienandre	pascalfouche	1
sgl	doctorant	3
pascalearaujo	olivierlegall1	3
bernardteissier	adrienchopin	2
rousseauhans	marcchardin	3
moniqueteillaud	pierrefleury1	2
maximeaudinot	olivierlegall1	2
xavierdesforges	hankahensens	3
laurentlhuillier	mauleskinemouraby	2
bernieseek	anicetrohee	3
griddock	brundominique1	1
vorosandre	thierychanier	2
minpicault	juliejanody	2
chantalbarutau	patrickfenouil	1
suzannemallet	cavetdominique	1
nathalieduchange	juliejanody	5
emmanuelthome	pascalweil	4
juliejanody	pierreboulet1	5
fabienandre	thomasblanchard	1
jeanfrancoislutz	aymerich	6
pierre1	leoducas	2
pierre1	florianmoreau	3
frederiqueflamerie	guycobolet1	4
laurent	charlenecriton	3
baratault	fredericdavitoria	2
justineancelin	mihaelasighireanu	1
deputeeisabelleattard	louisjachiet	6
fredericdanielluclehobey	jeanmallet	2
olivierpantale	gabrielscherer	1
chauvinbrigitte	jeanmallet	2
annecanteaut	davidbenoist	5
adelineregeuniversitedestrasbourg	jeanmallet	3
juliendupredebaubigny	damienrobert	4
adrienfabre	sr	4
cavalier	marcchardin	1
francoisbriat	stephaniedordcrousle	2
vincentbattesti	eliemichel	1
dissemin	alexandrenolin	4
fabienduprat	maicf	1
lucadefeo	antoninchambolle	2
nicolaspetitdemange	juriconnexion	2
pierrev	2	4
louiseberaudlefranc	davidmonniaux	4
olivierjacquot	pierrickkoch	2
xavierdesforges	fortyannick	1
alaincimino	valentinplichon	2
sandrinemalotaux	paulgirard	3
pierrickkoch	celinesmith	2
maximeaudinot	hurtersavie	1
bossuet	aeris	1
juliengilet1	huguessamyn	3
alainmarois	adrienchopin	5
patrickmassot	valeryxavierlentz	5
adrienfabre	manuelclergue	2
francoislermigeaux	juliendupredebaubigny	5
carolinelandry	gwendalb	1
aicardistephane	chantalviala	3
fouillet	victorkalt1	3
noelthiboud	chekib1	6
hubertguillaud	ericf	2
doctorant	raclet	2
nicolasdumoulin	juliengilet1	1
glize	mathieusaby	5
antoinelejay	aurelienberra	3
roux3	annickvalibouze	2
hadrienvroylandt	vincentdanjean	3
charlesruelle	leoducas	2
guillaumeaupy	francistrautmann	1
arramyleroux	juliengilet1	5
gabrielllang	dominiqueroux	1
